Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),aFRR Upp Pris (EUR/MW),aFRR Ned Pris (EUR/MW),mFRR Upp Pris (EUR/MW),mFRR Ned Pris (EUR/MW),mFRR Upp EAM Pris (EUR/MW),mFRR Ned EAM Pris (EUR/MW),,SPOT_SE3,Hydro (GWh),SE_Avg,month,year,day,,,,FCR-N,FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),SPOT,SPOT_avg,aFRR up,aFRR down,mFRR up,mFRR down,Hydro,,,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),SPOT
07/02/2023 20:00,32.57,26.1,12.3,0,17,0,0,0,0,,194.25,10.16,96.8225,2,2023,7,,,,,,,,,,,,,,,,,,,
07/02/2023 21:00,32.81,26.07,12.35,0,47,0,0,0,0,,183.66,10.07,96.3825,2,2023,7,,,,,,,,,,,,,,,,,,,
07/02/2023 22:00,33.01,26.05,12.36,0,70,0,0,0,0,,157.41,9.69,90.6675,2,2023,7,,,,,,,,,,,,,,,,,,,
07/02/2023 23:00,32.87,25.96,12.36,0,70,0,0,0,0,,117.03,9.27,78.365,2,2023,7,,,,,,,,,,,,,,,,,,,
08/02/2023 00:00,32.57,24.39,15.3,0,0,0,0,0,0,,79.93,9.16,56.895,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 01:00,32.57,23.81,15.14,0,0,0,0,0,0,,78.13,8.94,55.32,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 02:00,32.57,23.72,15.09,0,0,0,0,0,0,,71.61,8.62,51.44,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 03:00,32.51,23.65,15.26,0,0,0,0,0,0,,64.99,8.34,47.475,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 04:00,32.42,23.68,15.23,0,0,0,0,0,0,,65,7.97,47.135,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 05:00,32.43,24.29,15.1,0,70,0,0,0,0,,128.18,7.63,63.075,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 06:00,32.43,24.45,13.44,0,63,0,0,0,0,,127.13,7.99,73.0775,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 07:00,32.5,24.47,13.41,0,70,0,0,0,0,,191.92,7.63,92.8675,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 08:00,32.35,24.31,12.76,0,57,0,0,0,0,,211,7.36,97.73,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 09:00,32.34,24.31,12.77,0,40,0,0,0,0,,173.48,7.48,87.8375,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 10:00,32.35,24.3,12.71,0,40,0,0,0,0,,128,7.53,70.38,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 11:00,32.38,24.37,12.69,0,40,0,0,0,0,,123.3,7.58,61.985,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 12:00,32.25,25.03,12.72,0,45,0,0,0,0,,115.61,7.38,54.15,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 13:00,32.23,25.81,13.12,0,45,0,0,0,0,,114.88,7.15,52.095,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 14:00,32.21,25.46,12.71,0,45,0,0,0,0,,114.24,6.77,50.4975,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 15:00,32.32,25.54,12.56,0,45,0,0,0,0,,125.39,6.73,53.0525,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 16:00,32.33,25.43,12.16,0,45,0,0,0,0,,128.1,6.87,53.7075,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 17:00,32.41,25.93,12.08,0,45,0,0,0,0,,127.81,6.82,53.5525,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 18:00,32.62,25.78,12.09,0,0,0,0,0,0,,102.83,6.35,46.985,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 19:00,32.67,25.87,12.07,0,0,0,0,0,0,,87.98,5.36,43.55,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 20:00,33.01,25.58,14.86,0,0,0,0,0,0,,25.43,4.85,25.43,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 21:00,33.13,25.63,66.79,0,0,0,0,0,0,,21.52,4.28,21.52,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 22:00,33.27,25.68,65.54,0,0,0,0,0,0,,19.81,3.96,19.81,2,2023,8,,,,,,,,,,,,,,,,,,,
08/02/2023 23:00,33.43,25.13,65.67,0,0,0,0,0,0,,13.93,3.74,13.93,2,2023,8,,,,,,,,,,,,,,,,,,,
09/02/2023 00:00,41.62,24.66,38.75,0,50.1,0,0,0,0,,12.03,3.53,12.03,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 01:00,42.66,24.69,38.79,0,0,0,0,0,0,,10.01,2.97,10.01,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 02:00,42.57,24.73,38.78,0,0,0,0,0,0,,7.66,2.99,7.66,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 03:00,42.57,24.66,39.64,0,0,0,0,0,0,,7.33,2.99,7.33,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 04:00,42.52,24.84,39.63,0,0,0,0,0,0,,11.85,3.21,11.85,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 05:00,38.56,24.72,41.28,0,75,0,0,0,0,,16.5,3.85,16.5,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 06:00,39.96,24.6,36.03,0,21.5,0,0,0,0,,20.51,4.83,20.51,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 07:00,36.85,24.77,32,0,18,0,0,0,0,,25.09,5.56,25.09,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 08:00,34.11,24.56,15.63,0,18,0,0,0,0,,28.42,5.99,28.42,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 09:00,32.26,24.54,15.66,0,15,0,0,0,0,,29.11,6.36,29.11,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 10:00,32.28,24.53,15.49,0,37,0,0,0,0,,29.45,6.33,29.45,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 11:00,32.25,24.47,19.9,0,75,0,0,0,0,,28.78,6.2,28.78,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 12:00,32.05,25.1,19.8,0,75,0,0,0,0,,27.9,6.01,27.9,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 13:00,32.04,25.32,19.48,0,75,0,0,0,0,,25.85,5.73,25.85,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 14:00,32.03,24.65,15.39,0,75,0,0,0,0,,25.24,5.61,25.24,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 15:00,32.13,24.89,15.27,0,75,0,0,0,0,,25.59,5.69,25.59,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 16:00,32.12,25.14,15.2,0,75,0,0,0,0,,25.51,5.77,25.51,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 17:00,32.19,25.02,15.14,0,75,0,0,0,0,,27,5.88,27,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 18:00,32.27,25.24,15.22,0,75,0,0,0,0,,26.17,5.43,26.17,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 19:00,32.25,25.2,15.48,0,75,0,0,0,0,,24.17,5.25,24.17,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 20:00,32.18,25.23,26.81,0,60,0,0,0,0,,23.43,4.75,23.43,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 21:00,32.58,25.1,33.58,0,82,0,0,0,0,,22.38,4.51,22.38,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 22:00,33.25,25.22,37.65,0,88,0,0,0,0,,21.41,4.15,21.41,2,2023,9,,,,,,,,,,,,,,,,,,,
09/02/2023 23:00,33.47,25.35,38.1,0,88,0,0,0,0,,20.07,3.84,20.07,2,2023,9,,,,,,,,,,,,,,,,,,,
10/02/2023 00:00,34.2,24.58,27.02,0,53,0,0,0,0,,18.32,3.78,18.32,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 01:00,33.92,24.21,27.39,0,0,0,0,0,0,,17.87,3.71,17.87,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 02:00,33.89,24.61,27.19,0,0,0,0,0,0,,17.84,3.71,17.84,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 03:00,33.9,24.51,27.14,0,0,0,0,0,0,,18.88,3.48,18.88,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 04:00,34.17,24.65,27.69,0,0,0,0,0,0,,19.32,3.79,19.32,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 05:00,32.89,24.77,24.18,0,65,0,0,0,0,,19.66,4.3,19.66,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 06:00,33.74,24.99,22.23,0,0,0,0,0,0,,25.51,5.7,25.51,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 07:00,33.34,24.02,16.51,0,0,0,0,0,0,,91.62,6.43,58.915,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 08:00,33.22,23.79,15.52,0,0,0,0,0,0,,116.42,6.65,71.69,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 09:00,32.99,23.87,15.44,0,0,0,0,0,0,,111.11,6.62,68.935,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 10:00,32.98,23.85,15.42,0,0,0,0,0,0,,85.9,6.66,57.115,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 11:00,32.62,23.9,15.4,0,0,0,0,0,0,,73.75,6.6,49.715,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 12:00,31.84,24.42,15.44,0,0,0,0,0,0,,94.93,6.92,53.2075,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 13:00,31.82,25.28,15.48,0,0,0,0,0,0,,89.54,7.3,51.0225,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 14:00,31.76,24.61,14.94,0,0,0,0,0,0,,49.99,7.71,40.175,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 15:00,31.74,24.89,14.98,0,0,0,0,0,0,,37.43,7.88,34.17,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 16:00,31.81,24.82,15.06,0,0,0,0,0,0,,38.45,8.26,34.705,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 17:00,31.79,24.73,15.03,0,0,0,0,0,0,,41.26,7.98,36.25,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 18:00,31.95,24.87,15.01,0,0,0,0,0,0,,31.3,7.75,31.3,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 19:00,31.82,25.03,15.07,0,0,0,0,0,0,,29.98,7.62,29.98,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 20:00,31.8,25.06,15.41,0,0,0,0,0,0,,29.82,7.37,29.82,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 21:00,31.79,25,20.06,0,0,0,0,0,0,,30.84,7.44,30.84,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 22:00,31.84,24.81,19.88,0,0,0,0,0,0,,30.06,7.11,30.06,2,2023,10,,,,,,,,,,,,,,,,,,,
10/02/2023 23:00,31.89,24.87,18.86,0,0,0,0,0,0,,30.01,6.82,30.01,2,2023,10,,,,,,,,,,,,,,,,,,,
11/02/2023 00:00,32.94,25.06,20.76,0,50.1,0,0,0,0,,32.46,6.99,32.46,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 01:00,33.06,24.67,22.76,0,0,0,0,0,0,,32.56,6.62,32.56,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 02:00,32.95,24.35,21.59,0,0,0,0,0,0,,30.5,6.15,30.5,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 03:00,32.94,24.65,24.01,0,0,0,0,0,0,,29.15,5.66,29.15,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 04:00,32.94,24.75,24.23,0,0,0,0,0,0,,27.94,5.44,27.94,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 05:00,32.88,25.21,31.57,0,50.1,0,0,0,0,,27.39,5.42,27.39,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 06:00,32.69,25.26,30.47,0,0,0,0,0,0,,28.2,5.74,28.2,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 07:00,32.72,25.58,27.92,0,0,0,0,0,0,,29.85,5.99,29.85,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 08:00,32.34,25.15,19.06,0,0,0,0,0,0,,32.66,6.83,32.66,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 09:00,32.33,24.99,17.78,0,0,0,0,0,0,,35.43,7.93,35.43,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 10:00,32.37,24.93,17.63,0,0,0,0,0,0,,37.01,8.59,37.01,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 11:00,32.34,24.98,15.24,0,0,0,0,0,0,,38.35,9.14,38.33,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 12:00,32.29,25.02,15.24,0,0,0,0,0,0,,45.13,9.68,42.295,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 13:00,32.35,25.06,15.28,0,0,0,0,0,0,,56.21,9.88,47.845,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 14:00,32.36,25.09,15.35,0,0,0,0,0,0,,51.34,9.95,45.03,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 15:00,32.33,25.1,14.89,0,0,0,0,0,0,,59.95,9.95,48.825,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 16:00,32.24,24.97,14.89,0,0,0,0,0,0,,88.69,10.07,62.965,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 17:00,32.22,24.87,14.87,0,0,0,0,0,0,,99.97,9.91,68.415,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 18:00,32.15,24.91,14.81,0,0,0,0,0,0,,111.87,9.8,73.3375,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 19:00,32.14,25.01,14.96,0,0,0,0,0,0,,108.74,9.69,71.5525,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 20:00,32.06,24.99,14.9,0,0,0,0,0,0,,99.84,9.3,66.9625,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 21:00,32.03,24.96,15.42,0,0,0,0,0,0,,98.2,9.13,65.5675,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 22:00,32.1,24.93,15.83,0,0,0,0,0,0,,94.5,8.75,59.2575,2,2023,11,,,,,,,,,,,,,,,,,,,
11/02/2023 23:00,32.14,24.79,15.89,0,0,0,0,0,0,,86.63,8.49,53.0575,2,2023,11,,,,,,,,,,,,,,,,,,,
12/02/2023 00:00,32.05,24.12,25.72,0,55,0,0,0,0,,121.25,7.56,61.7725,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 01:00,32.07,24.26,22.61,0,0,0,0,0,0,,110.27,7.21,55.0525,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 02:00,32.1,24.1,24.87,0,0,0,0,0,0,,33.5,6.74,30.63,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 03:00,32.06,24.03,36.2,0,0,0,0,0,0,,24.61,6.1,24.61,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 04:00,32.19,24,35.4,0,0,0,0,0,0,,23.25,5.45,23.25,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 05:00,32.61,23.78,37.14,0,53,0,0,0,0,,23.01,5.32,23.01,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 06:00,33.51,24.2,36.39,0,0,0,0,0,0,,23.22,4.96,23.22,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 07:00,33.46,24.14,35.95,0,0,0,0,0,0,,23.62,4.82,23.62,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 08:00,36.39,24.49,35.32,0,0,0,0,0,0,,23.98,4.85,23.98,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 09:00,36.35,24.47,23.61,0,0,0,0,0,0,,24.7,5.2,24.7,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 10:00,35.86,24.51,23.51,0,0,0,0,0,0,,24.95,5.08,24.95,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 11:00,33.83,24.57,15.81,0,0,0,0,0,0,,24.28,4.81,24.28,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 12:00,33.44,25.41,15.79,0,0,0,0,0,0,,23.66,4.87,23.66,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 13:00,33.33,25.41,15.72,0,0,0,0,0,0,,22.14,4.6,22.14,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 14:00,33.05,24.66,15.85,0,0,0,0,0,0,,21.48,4.39,21.48,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 15:00,32.88,24.71,15.76,0,0,0,0,0,0,,21.71,4.56,21.71,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 16:00,33.05,24.69,15.76,0,0,0,0,0,0,,23.8,4.87,23.8,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 17:00,33.04,25.06,15.75,0,0,0,0,0,0,,25.43,5.04,25.43,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 18:00,33.37,26.05,15.74,0,0,0,0,0,0,,25,4.68,25,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 19:00,33.48,25.87,15.75,0,0,0,0,0,0,,23.76,4.26,23.76,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 20:00,34.18,25.62,35.68,0,0,0,0,0,0,,21.88,3.92,21.88,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 21:00,34.6,25.53,129.22,0,0,0,0,0,0,,21.16,3.76,21.16,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 22:00,37.99,25.67,131.03,0,0,0,0,0,0,,20.07,3.46,20.07,2,2023,12,,,,,,,,,,,,,,,,,,,
12/02/2023 23:00,38.84,25.42,130.99,0,0,0,0,0,0,,16.16,3.37,16.16,2,2023,12,,,,,,,,,,,,,,,,,,,
13/02/2023 00:00,50.85,27.9,45.51,0,55,0,0,0,0,,17.09,3.25,17.09,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 01:00,42.63,28.7,50.97,0,0,0,0,0,0,,14.7,3.26,14.7,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 02:00,42.76,28.69,50.92,0,0,0,0,0,0,,13.67,3.27,13.67,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 03:00,46.16,27.29,53.41,0,0,0,0,0,0,,12.68,3.24,12.68,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 04:00,46.17,27.33,52.7,0,0,0,0,0,0,,16.15,3.33,16.15,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 05:00,47.16,26.69,53.03,0,85,0,0,0,0,,19.62,3.78,19.62,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 06:00,37.62,25.29,43.11,0,0,0,0,0,0,,22.1,4.51,22.1,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 07:00,36.39,25.48,40.91,0,0,0,0,0,0,,35,5.22,30.705,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 08:00,35.4,25.17,22.55,0,0,0,0,0,0,,59.98,5.68,43.795,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 09:00,35.07,23.94,24.5,0,0,0,0,0,0,,59.98,5.81,43.515,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 10:00,34.74,23.86,24.5,0,0,0,0,0,0,,59.91,5.76,43.46,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 11:00,32.92,23.15,26.55,0,0,0,0,0,0,,58.11,5.57,42.565,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 12:00,32.38,23.55,25.4,0,0,0,0,0,0,,58.54,5.75,42.545,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 13:00,32.19,23.72,25.39,0,0,0,0,0,0,,59.95,5.68,43.41,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 14:00,32.12,23.93,20.27,0,0,0,0,0,0,,61.94,5.8,44.61,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 15:00,31.92,24.17,16.18,0,0,0,0,0,0,,111.87,6.21,59.0125,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 16:00,31.75,24.11,16.18,0,0,0,0,0,0,,130.02,6.62,73.67,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 17:00,31.71,24.16,16.15,0,0,0,0,0,0,,173.02,6.81,85.395,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 18:00,31.96,24.7,16.19,0,0,0,0,0,0,,179.24,7.08,86.9775,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 19:00,32.1,24.78,16.24,0,0,0,0,0,0,,130.04,6.99,63.395,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 20:00,32.07,24.8,18.66,0,0,0,0,0,0,,110.1,6.9,56.54,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 21:00,32.22,24.76,19.34,0,0,0,0,0,0,,110.04,6.77,50.52,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 22:00,32.01,24.48,20.01,0,0,0,0,0,0,,39.03,6.44,32.6175,2,2023,13,,,,,,,,,,,,,,,,,,,
13/02/2023 23:00,31.87,24.47,21.04,0,0,0,0,0,0,,33.08,6.31,32.395,2,2023,13,,,,,,,,,,,,,,,,,,,
14/02/2023 00:00,31.93,23.9,18.38,0,52.5,0,0,0,0,,38.21,7.04,38.21,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 01:00,32.1,23.93,18.62,0,0,0,0,0,0,,55.69,7.53,47.81,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 02:00,32.06,23.97,18.72,0,0,0,0,0,0,,85.06,7.87,62.41,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 03:00,32.11,23.75,19.15,0,0,0,0,0,0,,104.94,7.94,71.615,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 04:00,32.31,23.43,19.19,0,0,0,0,0,0,,111.38,7.93,73.3325,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 05:00,32.73,23.32,18.95,0,56,0,0,0,0,,138.53,8.13,81.165,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 06:00,32.25,23.35,16.05,0,0,0,0,0,0,,162.24,8.75,90.675,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 07:00,32.16,23.71,15.96,0,0,0,0,0,0,,195.19,8.89,117.245,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 08:00,32.19,23.44,15.39,0,0,0,0,0,0,,202.02,9.23,122.1925,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 09:00,32.2,23.62,15.29,0,0,0,0,0,0,,176.27,9.39,110.175,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 10:00,32.18,23.71,14.94,0,0,0,0,0,0,,134.94,9.79,86.3025,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 11:00,32.15,23.68,15.25,0,0,0,0,0,0,,135.82,9.94,87.84,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 12:00,32,23.96,15.36,0,0,0,0,0,0,,130.05,10.36,89.4375,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 13:00,31.74,23.96,15.29,0,0,0,0,0,0,,125.41,10.45,88.7225,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 14:00,31.73,24.28,14.82,0,0,0,0,0,0,,126.93,10.47,90.62,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 15:00,31.69,24.33,14.67,0,0,0,0,0,0,,132.32,10.83,87.6775,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 16:00,31.73,24.38,14.76,0,0,0,0,0,0,,152.7,10.79,99.4,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 17:00,31.48,24.52,14.73,0,0,0,0,0,0,,176.47,10.93,114.455,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 18:00,32.09,25.07,14.84,0,0,0,0,0,0,,195.19,10.82,123.95,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 19:00,32.09,24.95,14.83,0,0,0,0,0,0,,188.34,10.78,106.19,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 20:00,32.02,24.91,15.43,0,0,0,0,0,0,,162.51,10.82,94.7575,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 21:00,31.9,24.91,15.52,0,0,0,0,0,0,,156.25,10.85,93.055,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 22:00,31.93,24.84,15.97,0,0,0,0,0,0,,147.41,10.61,90.4875,2,2023,14,,,,,,,,,,,,,,,,,,,
14/02/2023 23:00,31.77,25.12,16.12,0,0,0,0,0,0,,122.52,10.35,82.7825,2,2023,14,,,,,,,,,,,,,,,,,,,
15/02/2023 00:00,30.94,24.78,15.37,0,0,0,0,0,0,,99.58,10.52,72.8075,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 01:00,30.99,24.71,15.37,0,0,0,0,0,0,,76.13,10.61,68,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 02:00,31.05,24.72,15.07,0,0,0,0,0,0,,68.09,10.72,67.2275,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 03:00,31.15,24.47,15.35,0,0,0,0,0,0,,69.07,10.8,68.1025,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 04:00,31.1,24.49,15.41,0,0,0,0,0,0,,111.38,10.83,81.9725,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 05:00,31.32,25.46,14.82,0,0,0,0,0,0,,133.25,10.94,85.28,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 06:00,30.87,25.51,14.58,0,0,0,0,0,0,,157.33,11.58,114.875,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 07:00,31.21,27.25,14.41,0,0,0,0,0,0,,185,11.85,124.1275,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 08:00,31.2,34.47,14.42,0,0,0,0,0,0,,188.76,12.03,141.645,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 09:00,31.14,35.36,14.4,0,0,0,0,0,0,,171.22,11.91,128.23,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 10:00,31.13,34.14,14.73,0,0,0,0,0,0,,152.52,11.93,116.3525,2,2023,15,,,,,,,,,,,,,,,,,,,
15/02/2023 11:00,31.17,32.34,14.73,0,0,0,0,0,0,,132.16,11.93,106.7,2,2023,15,,,,,,,,,,,,,,,,,,,
