Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),aFRR Upp Pris (EUR/MW),aFRR Ned Pris (EUR/MW),mFRR Upp Pris (EUR/MW),mFRR Ned Pris (EUR/MW),mFRR Upp EAM Pris (EUR/MW),mFRR Ned EAM Pris (EUR/MW),,SPOT_SE3,Hydro (GWh),SE_Avg,month,year,day,,,,FCR-N,FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),SPOT,SPOT_avg,aFRR up,aFRR down,mFRR up,mFRR down,Hydro,,,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),SPOT
01/01/2023 00:00,225.71,66.27,504.79,0,0,0,0,0,0,,2.01,2.8,2.01,1,2023,1,,1,2023,52.81,42.43,41.18,93.34,75.44,0,15.61,0,0,8.16,,1,132.81,57.54,336.82,17.5
01/01/2023 01:00,228.71,64.63,494.06,0,0,0,0,0,0,,1.38,2.52,1.38,1,2023,1,,2,2023,34.6,25.73,18.82,91.75,64.58,0,4.54,0,0,8.55,,2,54.22,48.28,44.2,119.8
01/01/2023 02:00,228.58,64.51,494.13,0,0,0,0,0,0,,0.09,2.47,0.09,1,2023,1,,3,2023,43.08,32.48,19.59,81.74,63.5,0,2.57,0,0,8.79,,3,49.73,45.14,26.93,133.77
01/01/2023 03:00,226.43,59.97,294.11,0,0,0,0,0,0,,0.08,2.38,0.08,1,2023,1,,4,2023,51.27,52.71,66.88,65.15,60.74,0,1.79,0,0,7.59,,4,49.62,42.87,25.94,76.02
01/01/2023 04:00,223.81,60.02,349.63,0,0,0,0,0,0,,0.05,2.49,0.05,1,2023,1,,5,2023,95.13,71.77,101.08,64.72,37.07,0,18.88,0,0,6.71,,5,48.73,42.69,28.83,107.93
01/01/2023 05:00,226.77,60.16,256.48,0,0,0,0,0,0,,0.08,2.57,0.08,1,2023,1,,6,2023,103.88,48.6,131.31,88.6,55.62,1.05,42.76,0,0,5.46,,6,48.8,43.66,25.16,108.27
01/01/2023 06:00,193.59,72.81,258.28,0,0,0,0,0,0,,0.09,2.72,0.09,1,2023,1,,7,2023,125.88,34.03,197.08,35.66,32.94,6,44.77,0,0,5.07,,7,49.04,41.48,39.47,77.27
01/01/2023 07:00,194.38,72.72,258.06,0,0,0,0,0,0,,0.53,2.82,0.53,1,2023,1,,8,2023,93.76,46.5,123.78,41.77,28.26,0,7.55,0,0,7.33,,8,165.6,44.8,77.86,38.16
01/01/2023 08:00,134.37,86.64,249,0,0,0,0,0,0,,2.03,2.83,2.03,1,2023,1,,9,2023,64.73,27.56,66.25,43.16,20.46,14.52,9.82,0,0,6.03,,9,50.88,43.27,32.1,120.82
01/01/2023 09:00,131.07,71.03,498.1,0,0,0,0,0,0,,3.1,2.84,3.1,1,2023,1,,10,2023,36.04,16.26,31.89,30.79,22.28,0,7.64,6.37,1.5,7.94,,10,47.32,43.37,24.7,118.5
01/01/2023 10:00,131.06,70.98,499.15,0,0,0,0,0,0,,4.43,2.91,4.43,1,2023,1,,11,2023,31.27,21.86,13.61,73.55,62.61,0.85,2.83,18.64,3.71,9.46,,11,47.22,45.92,42.18,62.56
01/01/2023 11:00,129.83,61.17,520.74,0,0,0,0,0,0,,6.06,3.01,6.06,1,2023,1,,12,2023,59.18,40.11,30.55,71.28,67.67,0.92,6.11,20.72,13.41,9.15,,12,48.59,44.8,42.31,58.4
01/01/2023 12:00,124.44,54.96,518.24,0,0,0,0,0,0,,6.06,3.04,6.06,1,2023,1,,1,2024,45.33,15.61,27.96,74.55,63.58,4.99,4.2,18.14,12.47,8.82,,13,46.18,42.46,36.04,67.24
01/01/2023 13:00,124.46,54.85,518.87,0,0,0,0,0,0,,5.68,3.15,5.68,1,2023,1,,2,2024,48.19,19,41.2,49.24,43.4,0.14,13.41,19.96,11.55,8.62,,14,45.39,41.09,30.55,56.69
01/01/2023 14:00,100.77,44.08,139.88,0,0,0,0,0,0,,17.71,3.88,17.71,1,2023,1,,3,2024,42.14,11.71,33.29,56.05,52.19,0,6.41,12.61,5.47,8.82,,15,55.11,41.78,100.92,18.05
01/01/2023 15:00,50.59,43.24,135.04,0,0,0,0,0,0,,24.11,4.78,24.11,1,2023,1,,4,2024,120.76,18.89,140.2,53.79,47.37,0,0,18.12,30.81,7.57,,16,45.54,40.09,35.64,79.11
01/01/2023 16:00,50.75,43.43,75.82,0,0,0,0,0,0,,36.54,6.5,36.54,1,2023,1,,5,2024,72.55,20.28,29.8,43.54,23.55,0,5.88,7.85,18.39,7.54,,17,47.89,42.68,28.41,62.14
01/01/2023 17:00,50.59,43.45,75.78,0,0,0,0,0,0,,46.03,7.19,46.03,1,2023,1,,6,2024,62.58,9.1,25.65,55.47,30.55,0,9.37,8.13,32.17,5.96,,18,47.45,44.41,30.93,93.83
01/01/2023 18:00,52.96,42.23,77.8,0,0,0,0,0,0,,54.23,7.64,54.23,1,2023,1,,7,2024,60.36,6.06,9.57,37.67,24.98,0,28.38,4.94,22.29,5.93,,19,46.89,59.48,25.32,132.45
01/01/2023 19:00,53.17,42.34,234.12,0,0,0,0,0,0,,53.63,7.19,53.63,1,2023,1,,8,2024,37.37,3.86,5.35,39.94,24.98,0,25.95,4.41,14.15,5.64,,20,42.6,44.5,23.34,170.29
01/01/2023 20:00,52.59,42.32,493.24,0,0,0,0,0,0,,48.05,6.8,48.05,1,2023,1,,,,,,,,,,,,,,,21,42.48,44.88,21.31,128.52
01/01/2023 21:00,52.65,47.53,491.27,0,0,0,0,0,0,,44.68,6.88,44.68,1,2023,1,,,,,,,,,,,,,,,22,41.86,42.52,24.27,121.38
01/01/2023 22:00,67.34,54.07,310.28,0,0,0,0,0,0,,45.96,6.5,45.96,1,2023,1,,,,,,,,,,,,,,,23,41.01,41.7,21.12,191.84
01/01/2023 23:00,67.76,54.11,311.82,0,0,0,0,0,0,,35,5.94,35,1,2023,1,,,,,,,,,,,,,,,24,42.28,40.57,22.7,177.69
02/01/2023 00:00,67.74,44.48,42,0,0,0,0,0,0,,57.91,5.39,57.91,1,2023,2,,,,,,,,,,,,,,,25,44.43,40.57,25.67,86.41
02/01/2023 01:00,69.83,44.24,46.49,0,0,0,0,0,0,,51.67,5.18,51.67,1,2023,2,,,,,,,,,,,,,,,26,41.64,39.67,22.58,132.02
02/01/2023 02:00,69.63,44.28,47.99,0,0,0,0,0,0,,52.86,5.23,52.86,1,2023,2,,,,,,,,,,,,,,,27,39.08,38.57,16.08,154.11
02/01/2023 03:00,69.85,43.84,47.38,0,0,0,0,0,0,,44.16,4.97,44.16,1,2023,2,,,,,,,,,,,,,,,28,45.05,34.39,17.28,52.75
02/01/2023 04:00,69.14,44.12,46.94,0,0,0,0,0,0,,50.08,5.26,50.08,1,2023,2,,,,,,,,,,,,,,,29,45.06,32.54,17.88,30.85
02/01/2023 05:00,56.11,44.38,44.13,0,0,0,0,0,0,,70.73,6.89,70.73,1,2023,2,,,,,,,,,,,,,,,30,46.97,30.75,20.62,23.32
02/01/2023 06:00,53.55,51.51,32.66,0,0,0,0,0,0,,102.56,8.51,102.56,1,2023,2,,,,,,,,,,,,,,,31,41.36,30.09,22.57,73.74
02/01/2023 07:00,52.43,41.63,33.42,0,0,0,0,0,0,,138.19,9.59,125.31,1,2023,2,,,,,,,,,,,,,,,32,37.41,29.92,16.26,92.08
02/01/2023 08:00,48.82,41.31,28.55,0,0,0,0,0,0,,145.98,9.94,128.635,1,2023,2,,,,,,,,,,,,,,,33,36.43,30.18,15.43,133.66
02/01/2023 09:00,48.2,47.81,27.73,0,0,0,0,0,0,,147.05,9.95,130.995,1,2023,2,,,,,,,,,,,,,,,34,34.82,28.13,14.81,101.66
02/01/2023 10:00,48.78,47.81,26.71,0,0,0,0,0,0,,145.61,10.32,130.28,1,2023,2,,,,,,,,,,,,,,,35,34.4,27.51,13.79,129.77
02/01/2023 11:00,48.29,51.19,26.09,0,0,0,0,0,0,,143.35,10.83,130.455,1,2023,2,,,,,,,,,,,,,,,36,34.6,26.79,14.59,105.55
02/01/2023 12:00,48.07,52.47,26.36,0,0,0,0,0,0,,144.38,10.92,137.825,1,2023,2,,,,,,,,,,,,,,,37,33.17,26.3,13.77,158.79
02/01/2023 13:00,48.07,58.87,26.91,0,0,0,0,0,0,,143.76,10.82,143.76,1,2023,2,,,,,,,,,,,,,,,38,32.76,25.46,13.06,164.55
02/01/2023 14:00,48.33,50.07,24.88,0,0,0,0,0,0,,148.2,11.04,148.2,1,2023,2,,,,,,,,,,,,,,,39,32.53,24.89,17.83,105.97
02/01/2023 15:00,48.42,45.44,24.08,0,0,0,0,0,0,,155.34,11.24,155.34,1,2023,2,,,,,,,,,,,,,,,40,35.28,24.88,27.76,21.47
02/01/2023 16:00,47.83,52.47,24.55,0,0,0,0,0,0,,162.89,11.29,162.89,1,2023,2,,,,,,,,,,,,,,,41,32.72,24.61,19.82,47.49
02/01/2023 17:00,47.83,47.37,27.72,0,0,0,0,0,0,,170,11.31,170,1,2023,2,,,,,,,,,,,,,,,42,32.44,24.97,19.1,55.25
02/01/2023 18:00,48.29,50.48,28.57,0,0,0,0,0,0,,174.74,11.35,174.74,1,2023,2,,,,,,,,,,,,,,,43,33.63,24.76,32.94,34.06
02/01/2023 19:00,48.49,50.49,28.02,0,0,0,0,0,0,,164.46,11.11,164.46,1,2023,2,,,,,,,,,,,,,,,44,36.63,25.25,34.57,65.37
02/01/2023 20:00,48.64,52.86,28.9,0,0,0,0,0,0,,153,10.93,153,1,2023,2,,,,,,,,,,,,,,,45,32.03,24.1,16.38,136.12
02/01/2023 21:00,48.51,49.91,29.12,0,0,0,0,0,0,,141.67,10.29,141.67,1,2023,2,,,,,,,,,,,,,,,46,30.97,29.9,14.76,130.33
02/01/2023 22:00,48.59,47.55,29.86,0,0,0,0,0,0,,131.67,9.72,131.67,1,2023,2,,,,,,,,,,,,,,,47,29.59,25.19,14.38,111.92
02/01/2023 23:00,49.59,49.53,29.11,0,0,0,0,0,0,,118.06,9.46,118.06,1,2023,2,,,,,,,,,,,,,,,48,28.98,23.86,13.17,48.16
03/01/2023 00:00,57.21,44.74,30.31,0,0,0,0,0,0,,78.81,8.5,78.81,1,2023,3,,,,,,,,,,,,,,,49,41.12,23.01,27.75,34.43
03/01/2023 01:00,57.66,45.02,32.3,0,0,0,0,0,0,,73.93,7.58,73.93,1,2023,3,,,,,,,,,,,,,,,50,35.29,22.84,19.55,61.91
03/01/2023 02:00,58.28,44.64,33.09,0,0,0,0,0,0,,73.94,7.28,73.94,1,2023,3,,,,,,,,,,,,,,,51,34.79,23.69,16.99,45.62
03/01/2023 03:00,58.66,44.27,35.08,0,0,0,0,0,0,,71.44,7.07,71.44,1,2023,3,,,,,,,,,,,,,,,52,37.32,32.55,15.92,100.74
03/01/2023 04:00,58.59,43.89,31.28,0,0,0,0,0,0,,72.33,7.28,72.33,1,2023,3,,,,,,,,,,,,,,,53,35.45,27.41,14.02,131.23
03/01/2023 05:00,48.75,45.48,32.15,0,0,0,0,0,0,,77.14,7.7,77.14,1,2023,3,,,,,,,,,,,,,,,54,37.44,24.96,18.74,97.84
03/01/2023 06:00,48.4,45.9,27.59,0,0,0,0,0,0,,102.48,9.09,102.48,1,2023,3,,,,,,,,,,,,,,,55,35.59,25.19,14.26,76.28
03/01/2023 07:00,48.02,45.7,26.99,0,0,0,0,0,0,,154.96,9.39,128.525,1,2023,3,,,,,,,,,,,,,,,56,37.21,23.21,42.11,30.44
03/01/2023 08:00,47.59,44.39,25.52,0,0,0,0,0,0,,163.92,9.13,133.145,1,2023,3,,,,,,,,,,,,,,,57,34.82,24.42,15.2,77.7
03/01/2023 09:00,47.64,44.95,24.81,0,0,0,0,0,0,,167.07,9.13,133.36,1,2023,3,,,,,,,,,,,,,,,58,36.93,23.48,14.42,140.27
03/01/2023 10:00,47.66,42.88,24.67,0,0,0,0,0,0,,168.57,9.33,131.745,1,2023,3,,,,,,,,,,,,,,,59,34.63,23.41,15.62,130.57
03/01/2023 11:00,47.58,40.95,24.16,0,0,0,0,0,0,,169.49,9.74,138.72,1,2023,3,,,,,,,,,,,,,,,60,38.55,23.79,20.49,127.41
03/01/2023 12:00,47.79,42.75,23.16,0,0,0,0,0,0,,164.5,9.94,136.46,1,2023,3,,,,,,,,,,,,,,,61,39.54,23.37,20.83,125.36
03/01/2023 13:00,47.06,42.59,23.95,0,0,0,0,0,0,,160.91,10.2,134.98,1,2023,3,,,,,,,,,,,,,,,62,39.87,23.53,23.92,75.1
03/01/2023 14:00,46.96,51.17,24.11,0,0,0,0,0,0,,163.06,10.58,136.875,1,2023,3,,,,,,,,,,,,,,,63,42.26,23.04,33.52,73.19
03/01/2023 15:00,46.68,47.54,23.15,0,0,0,0,0,0,,167.73,10.7,143.28,1,2023,3,,,,,,,,,,,,,,,64,40.26,23.43,16.13,117.93
03/01/2023 16:00,46.79,47.48,24.12,0,0,0,0,0,0,,166.61,10.87,141.755,1,2023,3,,,,,,,,,,,,,,,65,51.87,70.34,15.7,150.78
03/01/2023 17:00,46.44,45.61,23.31,0,0,0,0,0,0,,170.72,10.86,143.105,1,2023,3,,,,,,,,,,,,,,,66,46.08,39.6,12.84,101.35
03/01/2023 18:00,46.78,44.22,24.18,0,0,0,0,0,0,,168.93,10.54,144.465,1,2023,3,,,,,,,,,,,,,,,67,46.85,38.11,13.67,129.55
03/01/2023 19:00,47.23,44.32,24.4,0,0,0,0,0,0,,160.99,10.67,140.955,1,2023,3,,,,,,,,,,,,,,,68,46.29,37.96,13.29,128.31
03/01/2023 20:00,47.36,45.04,26.07,0,0,0,0,0,0,,149.62,10.59,134.795,1,2023,3,,,,,,,,,,,,,,,69,48.47,41.8,13.55,116.52
03/01/2023 21:00,47.57,45.47,26.32,0,0,0,0,0,0,,131.05,10.54,125.385,1,2023,3,,,,,,,,,,,,,,,70,46.99,37.68,13.28,91.26
03/01/2023 22:00,47.29,44.72,26.55,0,0,0,0,0,0,,114.27,10.3,114.27,1,2023,3,,,,,,,,,,,,,,,71,47.51,34.78,14.58,77.44
03/01/2023 23:00,48.38,44.94,25.91,0,0,0,0,0,0,,93.66,9.82,93.66,1,2023,3,,,,,,,,,,,,,,,72,48.21,35,14.45,42.49
04/01/2023 00:00,55.55,42.88,26.79,0,0,0,0,0,0,,82.88,9.14,82.88,1,2023,4,,,,,,,,,,,,,,,73,47.31,35.03,24.19,55.78
04/01/2023 01:00,55.32,43.12,27.57,0,0,0,0,0,0,,78.84,8.24,78.84,1,2023,4,,,,,,,,,,,,,,,74,45.75,34.81,13.7,85.16
04/01/2023 02:00,56.17,42.92,29.34,0,0,0,0,0,0,,69.93,7.44,69.93,1,2023,4,,,,,,,,,,,,,,,75,45.54,34.23,13.04,90.02
04/01/2023 03:00,56.35,42.75,29.49,0,0,0,0,0,0,,69.26,7.17,69.26,1,2023,4,,,,,,,,,,,,,,,76,44.65,32.64,14.42,30.77
04/01/2023 04:00,56.05,42.64,28.98,0,0,0,0,0,0,,71.75,7.41,71.75,1,2023,4,,,,,,,,,,,,,,,77,47.02,31.62,27.32,29.86
04/01/2023 05:00,49.46,42.83,28.02,0,0,0,0,0,0,,81.73,8.36,81.73,1,2023,4,,,,,,,,,,,,,,,78,43.12,32.13,17.2,66.04
04/01/2023 06:00,47.89,43.02,24.85,0,0,0,0,0,0,,80.11,9.42,80.11,1,2023,4,,,,,,,,,,,,,,,79,44.87,32.05,28.85,94.73
04/01/2023 07:00,48.38,42.48,24.75,0,0,0,0,0,0,,83.33,10.5,83.33,1,2023,4,,,,,,,,,,,,,,,80,43.02,30.75,19.56,97.26
04/01/2023 08:00,48.63,41.53,24,0,0,0,0,0,0,,86.27,10.77,86.27,1,2023,4,,,,,,,,,,,,,,,81,40.86,28.72,16.24,44.86
04/01/2023 09:00,48.41,42,24.18,0,0,0,0,0,0,,85.37,10.99,85.37,1,2023,4,,,,,,,,,,,,,,,82,43.2,28.01,25.41,33.95
04/01/2023 10:00,48.51,42.04,23.74,0,0,0,0,0,0,,75.95,10.75,75.95,1,2023,4,,,,,,,,,,,,,,,83,38.94,26.81,17.21,40.43
04/01/2023 11:00,48.5,42.43,23.54,0,0,0,0,0,0,,81.71,10.51,81.71,1,2023,4,,,,,,,,,,,,,,,84,42.17,27.65,49.27,28.17
04/01/2023 12:00,47.55,42.5,23.24,0,0,0,0,0,0,,80.89,10.49,80.89,1,2023,4,,,,,,,,,,,,,,,85,37.09,28.44,19.91,48.57
04/01/2023 13:00,47.68,42.44,23.31,0,0,0,0,0,0,,79.72,10.33,79.72,1,2023,4,,,,,,,,,,,,,,,86,38.05,29.66,20.42,66.9
04/01/2023 14:00,47.12,43.28,23.46,0,0,0,0,0,0,,80.22,10.25,80.22,1,2023,4,,,,,,,,,,,,,,,87,37.84,30.25,19.87,85.17
04/01/2023 15:00,47.11,43.74,23.5,0,0,0,0,0,0,,79.74,10.4,79.74,1,2023,4,,,,,,,,,,,,,,,88,37.39,30.19,18.06,114.8
04/01/2023 16:00,47.06,44.06,23.35,0,0,0,0,0,0,,80.82,10.25,80.82,1,2023,4,,,,,,,,,,,,,,,89,37.22,31.73,17.25,83.96
04/01/2023 17:00,47.08,43.88,23.5,0,0,0,0,0,0,,86.16,9.97,86.16,1,2023,4,,,,,,,,,,,,,,,90,38.38,29.51,18.66,81.75
04/01/2023 18:00,47.46,43.39,25.33,0,0,0,0,0,0,,72.28,9.85,72.28,1,2023,4,,,,,,,,,,,,,,,91,39.08,27.51,27.02,42.13
04/01/2023 19:00,47.31,43.23,26.72,0,0,0,0,0,0,,66.61,8.92,66.61,1,2023,4,,,,,,,,,,,,,,,92,35.21,29.32,29.48,51.81
04/01/2023 20:00,48.16,42.37,27.78,0,0,0,0,0,0,,62.13,7.55,62.13,1,2023,4,,,,,,,,,,,,,,,93,34.91,32.22,19.42,101.87
04/01/2023 21:00,48.35,42.21,30.39,0,0,0,0,0,0,,57.26,6.75,57.26,1,2023,4,,,,,,,,,,,,,,,94,34.31,38.47,17.7,121.11
04/01/2023 22:00,48.36,42.26,30.89,0,0,0,0,0,0,,37.94,5.92,37.94,1,2023,4,,,,,,,,,,,,,,,95,34.75,48.01,23.12,127.97
04/01/2023 23:00,48.01,42.25,30.96,0,0,0,0,0,0,,30.82,5.59,30.82,1,2023,4,,,,,,,,,,,,,,,96,34.42,45.52,32.6,96.01
05/01/2023 00:00,53.92,43.95,36.86,0,0,0,0,0,0,,30.03,5.12,30.03,1,2023,5,,,,,,,,,,,,,,,97,36.45,44.96,29.77,56.36
05/01/2023 01:00,54.42,43.6,36.94,0,0,0,0,0,0,,28.15,4.51,28.15,1,2023,5,,,,,,,,,,,,,,,98,34.59,42.96,23.8,53.73
05/01/2023 02:00,54.53,43.55,39.48,0,0,0,0,0,0,,27.68,4.37,27.68,1,2023,5,,,,,,,,,,,,,,,99,36.72,43.53,27.61,51.99
05/01/2023 03:00,54.55,44.17,36.08,0,0,0,0,0,0,,27.76,4.29,27.76,1,2023,5,,,,,,,,,,,,,,,100,36.21,43.15,60.53,29.05
05/01/2023 04:00,54.48,43.76,36,0,0,0,0,0,0,,28.63,4.32,28.63,1,2023,5,,,,,,,,,,,,,,,101,37.55,43.71,55.68,40.06
05/01/2023 05:00,49.21,42.91,47.26,0,0,0,0,0,0,,39.8,5.02,39.8,1,2023,5,,,,,,,,,,,,,,,102,37.61,45.01,30.11,39.14
05/01/2023 06:00,47.5,40.57,31.63,0,0,0,0,0,0,,62.7,6.57,62.7,1,2023,5,,,,,,,,,,,,,,,103,67.55,57.01,56.45,28.71
05/01/2023 07:00,46.84,42.01,28.58,0,0,0,0,0,0,,85.53,9.22,85.53,1,2023,5,,,,,,,,,,,,,,,104,64.58,52.07,58.59,46.73
05/01/2023 08:00,46.89,41.98,24.83,0,0,0,0,0,0,,93.54,10.15,93.54,1,2023,5,,,,,,,,,,,,,,,105,48.84,48.03,60.6,41.6
05/01/2023 09:00,47.1,41.89,24.57,0,0,0,0,0,0,,107.92,10.67,103.85,1,2023,5,,,,,,,,,,,,,,,106,45.92,52.27,42.17,72.34
05/01/2023 10:00,47.12,40.92,24.55,0,0,0,0,0,0,,128.75,10.91,116.965,1,2023,5,,,,,,,,,,,,,,,107,46.1,57.52,44.16,105.29
05/01/2023 11:00,47.06,40.81,24.77,0,0,0,0,0,0,,139.64,10.97,123.675,1,2023,5,,,,,,,,,,,,,,,108,49.26,61.8,47.31,85.3
05/01/2023 12:00,47.15,41.3,24.27,0,0,0,0,0,0,,139.99,10.86,129.975,1,2023,5,,,,,,,,,,,,,,,109,51.25,62.95,78.65,56.53
05/01/2023 13:00,47.24,41.15,23.69,0,0,0,0,0,0,,142.58,10.67,142.17,1,2023,5,,,,,,,,,,,,,,,110,60.14,60.14,88.46,51.61
05/01/2023 14:00,46.66,42.55,23.79,0,0,0,0,0,0,,149.4,10.86,142.965,1,2023,5,,,,,,,,,,,,,,,111,62.59,61.59,81.25,73.87
05/01/2023 15:00,47.49,43.52,22.44,0,0,0,0,0,0,,155.2,11.17,155.2,1,2023,5,,,,,,,,,,,,,,,112,61.37,62.27,88.39,35.51
05/01/2023 16:00,47.47,44.3,22.07,0,0,0,0,0,0,,168.59,11.22,168.59,1,2023,5,,,,,,,,,,,,,,,113,65.94,61.28,143.97,48.69
05/01/2023 17:00,47.03,43.44,22.42,0,0,0,0,0,0,,190.03,11.05,190.03,1,2023,5,,,,,,,,,,,,,,,114,61.88,62.23,127.96,84.12
05/01/2023 18:00,46.81,43.48,27.79,0,0,0,0,0,0,,190,11.1,190,1,2023,5,,,,,,,,,,,,,,,115,73.75,62.91,105.05,41.07
05/01/2023 19:00,47.01,43.41,27.44,0,0,0,0,0,0,,173.71,11.05,173.71,1,2023,5,,,,,,,,,,,,,,,116,64.88,62.43,97.63,57.07
05/01/2023 20:00,47.3,43.18,25.06,0,0,0,0,0,0,,160.05,10.92,160.05,1,2023,5,,,,,,,,,,,,,,,117,65.86,65.34,94.02,105.64
05/01/2023 21:00,46.67,43.28,24.09,0,0,0,0,0,0,,148.62,10.83,148.62,1,2023,5,,,,,,,,,,,,,,,118,69.31,70.1,87.56,101.61
05/01/2023 22:00,47.13,42.61,26.37,0,0,0,0,0,0,,141.17,10.54,141.17,1,2023,5,,,,,,,,,,,,,,,119,64.79,68.04,86.26,67.86
05/01/2023 23:00,45.97,42.33,25.9,0,0,0,0,0,0,,127,10.17,127,1,2023,5,,,,,,,,,,,,,,,120,80.86,67.11,232.34,39.91
06/01/2023 00:00,57.62,44.98,28.34,0,0,0,0,0,0,,107.21,10.28,101.4,1,2023,6,,,,,,,,,,,,,,,121,76.07,88.86,158.3,51.14
06/01/2023 01:00,55.4,44.43,27.68,0,0,0,0,0,0,,101.1,9.97,101.1,1,2023,6,,,,,,,,,,,,,,,122,76.87,75.5,119.82,95.25
06/01/2023 02:00,54,44.15,27.61,0,0,0,0,0,0,,96.73,9.37,96.73,1,2023,6,,,,,,,,,,,,,,,123,106.85,74.71,103.2,83.64
06/01/2023 03:00,54.71,44.18,29.07,0,0,0,0,0,0,,82.34,8.87,82.34,1,2023,6,,,,,,,,,,,,,,,124,81.58,70.72,102.69,96.07
06/01/2023 04:00,54.81,44.29,29.03,0,0,0,0,0,0,,81.93,8.72,81.93,1,2023,6,,,,,,,,,,,,,,,125,74.34,71.87,112.25,82.45
06/01/2023 05:00,49.28,44.69,30.64,0,0,0,0,0,0,,84.03,8.72,84.03,1,2023,6,,,,,,,,,,,,,,,126,70.17,68.79,180.99,72.07
06/01/2023 06:00,47.08,42.4,24.86,0,0,0,0,0,0,,97.25,9.06,97.25,1,2023,6,,,,,,,,,,,,,,,127,70.4,67.61,101.05,53.15
06/01/2023 07:00,48.81,42.39,24.36,0,0,0,0,0,0,,103.95,9.9,103.95,1,2023,6,,,,,,,,,,,,,,,128,70.54,70.37,98.24,68.68
06/01/2023 08:00,47.05,43.47,21.82,0,0,0,0,0,0,,108.51,10.15,105.735,1,2023,6,,,,,,,,,,,,,,,129,71.32,69.62,115.99,20.12
06/01/2023 09:00,47.11,43.58,21.45,0,0,0,0,0,0,,109.92,10.13,101.1,1,2023,6,,,,,,,,,,,,,,,130,96.03,71.97,114.68,7.92
06/01/2023 10:00,47.15,43.55,21.52,0,0,0,0,0,0,,110.14,10.27,100.145,1,2023,6,,,,,,,,,,,,,,,131,90.34,72.72,124.09,60.84
06/01/2023 11:00,47.03,43.23,23.26,0,0,0,0,0,0,,110.65,10.22,100.89,1,2023,6,,,,,,,,,,,,,,,132,81.69,75.8,104.45,84
06/01/2023 12:00,46.49,43.4,26.68,0,0,0,0,0,0,,109.91,10.06,99.38,1,2023,6,,,,,,,,,,,,,,,133,75.55,72.83,77.24,76.2
06/01/2023 13:00,46.49,43.19,26.49,0,0,0,0,0,0,,101.09,9.94,93.24,1,2023,6,,,,,,,,,,,,,,,134,88.28,80.33,77.63,71.49
06/01/2023 14:00,46.48,44.28,26.37,0,0,0,0,0,0,,113.06,9.94,97.985,1,2023,6,,,,,,,,,,,,,,,135,85.96,80.19,79.65,112.62
06/01/2023 15:00,46.65,45.38,20.81,0,0,0,0,0,0,,122.81,9.9,101.48,1,2023,6,,,,,,,,,,,,,,,136,89.19,82.16,75.69,55.23
06/01/2023 16:00,46.69,45.28,19.52,0,0,0,0,0,0,,135.62,9.92,106.71,1,2023,6,,,,,,,,,,,,,,,137,105.68,73.41,81.83,27.57
06/01/2023 17:00,47.3,43.98,19.75,0,0,0,0,0,0,,150.72,9.75,113.365,1,2023,6,,,,,,,,,,,,,,,138,117.2,74.73,81,85.78
06/01/2023 18:00,47.24,43.33,27.61,0,0,0,0,0,0,,142.11,9.51,108.825,1,2023,6,,,,,,,,,,,,,,,139,105.61,76.18,80.23,87.17
06/01/2023 19:00,47.4,43.41,27.68,0,0,0,0,0,0,,119.92,9.02,97.175,1,2023,6,,,,,,,,,,,,,,,140,108.94,70.31,78.74,46.45
06/01/2023 20:00,47.45,42.63,27.83,0,0,0,0,0,0,,107.22,8.84,90.9,1,2023,6,,,,,,,,,,,,,,,141,107.35,71.3,82.34,31.01
06/01/2023 21:00,46.56,42.71,24.1,0,0,0,0,0,0,,101.02,8.65,87.615,1,2023,6,,,,,,,,,,,,,,,142,95.99,70.2,79.4,86.3
06/01/2023 22:00,46.34,42.46,21.44,0,0,0,0,0,0,,74.25,8.25,73.945,1,2023,6,,,,,,,,,,,,,,,143,101.95,71.68,82.4,68.5
06/01/2023 23:00,46.08,42.53,21.45,0,0,0,0,0,0,,71.74,7.76,71.74,1,2023,6,,,,,,,,,,,,,,,144,103.87,69.57,85.53,98.47
07/01/2023 00:00,60.58,41.15,34.4,0,0,0,0,0,0,,71.67,7.21,71.67,1,2023,7,,,,,,,,,,,,,,,145,101.6,67.29,86.22,55.83
07/01/2023 01:00,60.41,40.47,38.36,0,0,0,0,0,0,,69.93,7.19,69.93,1,2023,7,,,,,,,,,,,,,,,146,96.99,66.74,89.12,52.72
07/01/2023 02:00,59,40.83,40.18,0,0,0,0,0,0,,69.94,6.82,69.94,1,2023,7,,,,,,,,,,,,,,,147,95.29,65.58,115.42,62.04
07/01/2023 03:00,59.08,41.02,41.81,0,0,0,0,0,0,,70.95,6.6,70.95,1,2023,7,,,,,,,,,,,,,,,148,107.65,65.1,153.41,40.9
07/01/2023 04:00,58.99,41.12,40.82,0,0,0,0,0,0,,73.83,6.53,73.83,1,2023,7,,,,,,,,,,,,,,,149,105.33,63.11,107.92,29.39
07/01/2023 05:00,50.75,40.63,40.2,0,0,0,0,0,0,,75.26,6.67,75.26,1,2023,7,,,,,,,,,,,,,,,150,94.23,61.63,96.45,86.32
