,Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),FFR Pris (EUR/MW),SPOT,"Fast Frequency Reserve FFR, price",aFRR Upp Pris (EUR/MW),aFRR Ned Pris (EUR/MW),mFRR Upp Pris (EUR/MW),mFRR Ned Pris (EUR/MW),mFRR Upp EAM Pris (EUR/MW),mFRR Ned EAM Pris (EUR/MW)
2763,25/04/2024 04:00,79.69,9.82,94.56,0,84.02,0,0,0,0,23,0,23
2764,25/04/2024 05:00,80.89,11.47,84.54,0,102.44,0,0,0,0,20.5,0,20.5
2765,25/04/2024 06:00,101.5,45.21,46.99,0,130.98,0,0,0,40,0,40,0
2766,25/04/2024 07:00,101.57,64.63,42.42,0,114.36,0,0,0,40,0,40,0
2767,25/04/2024 08:00,100.95,67.79,42.03,0,92.56,0,0,0,40,0,40,0
2768,25/04/2024 09:00,100.86,67.68,59.65,0,80.17,0,0,0,42,0,42,0
2769,25/04/2024 10:00,100.77,66.09,59.67,0,78.2,0,0,0,35,0,35,0
2770,25/04/2024 11:00,100.59,64.61,85.71,0,73.92,0,0,0,25,0,25,0
2771,25/04/2024 12:00,78.07,39.99,86.73,0,69.02,0,0,0,30,0,30,0
2772,25/04/2024 13:00,78.04,39.99,86.6,0,66.81,0,0,0,25,0,25,0
2773,25/04/2024 14:00,78.27,39.73,86.65,0,69.38,0,0,0,23,0,23,0
2774,25/04/2024 15:00,77.84,39.73,83.01,0,72.81,0,0,0,23,0,23,0
2775,25/04/2024 16:00,77.65,41.27,83.02,0,79.88,0,0,0,20,0,20,0
2776,25/04/2024 17:00,78.3,37.83,92.6,0,95.17,0,0,0,25,0,25,0
2777,25/04/2024 18:00,87.41,48.77,95.99,0,141.09,0,0,0,25,0,25,0
2778,25/04/2024 19:00,87.41,43.51,96.12,0,152.29,0,0,0,25,0,25,0
2779,25/04/2024 20:00,87.42,42.46,96.33,0,113.71,0,0,0,20,0,20,0
2780,25/04/2024 21:00,80,40.36,107.3,0,91.35,0,0,0,20,23,20,23
2781,25/04/2024 22:00,79.85,27.25,107.07,0,79.74,0,0,0,0,17,0,17
2782,25/04/2024 23:00,79.45,25.36,107.19,0,79.87,0,0,0,0,24.5,0,24.5
2783,26/04/2024 00:00,78.2,22.54,92.06,0,74,0,0,0,0,25,0,25
2784,26/04/2024 01:00,78.08,22.71,92.02,0,72.91,0,0,0,0,25,0,25
2785,26/04/2024 02:00,78.08,22.07,92.06,0,72.29,0,0,0,0,25,0,25
2786,26/04/2024 03:00,78.85,19.59,92.63,0,77.1,0,0,0,0,30,0,30
2787,26/04/2024 04:00,79.01,19.55,92.67,0,82.98,0,0,0,0,25,0,25
2788,26/04/2024 05:00,78.95,30.51,90.48,0,93.5,0,0,0,0,26.5,0,26.5
2789,26/04/2024 06:00,94.57,52.04,73.16,0,104.06,0,0,0,45,0,45,0
2790,26/04/2024 07:00,94.57,55.95,73.24,0,96.06,0,0,0,60.47,0,60.47,0
2791,26/04/2024 08:00,94.65,57.24,73.12,0,81.08,0,0,0,60.47,0,60.47,0
2792,26/04/2024 09:00,89.1,55.42,73.2,0,77.81,0,0,0,45,0,45,0
2793,26/04/2024 10:00,88.09,55.9,75.52,0,72.95,0,0,0,35,0,35,0
2794,26/04/2024 11:00,88.01,54.43,83.2,0,70.35,0,0,0,34.56,0,34.56,0
2795,26/04/2024 12:00,77.47,41.78,68.82,0,68.74,0,0,0,33,0,33,0
2796,26/04/2024 13:00,78.32,40.55,70.08,0,65.37,0,0,0,31,0,31,0
2797,26/04/2024 14:00,80.38,40.5,70.35,0,69.92,0,0,0,31,0,31,0
2798,26/04/2024 15:00,79.47,41.85,70.98,0,71.7,0,0,0,31,0,31,0
2799,26/04/2024 16:00,79.52,43.12,76.9,0,80.46,0,0,0,31,0,31,0
2800,26/04/2024 17:00,80.76,48.63,77.78,0,93.88,0,0,0,35,0,35,0
2801,26/04/2024 18:00,90.79,53.64,72.84,0,128.74,0,0,0,45,0,45,0
2802,26/04/2024 19:00,90.71,53.59,72.87,0,136.56,0,0,0,86.39,0,86.39,0
2803,26/04/2024 20:00,90.71,53.62,72.82,0,105.14,0,0,0,86.39,0,86.39,0
2804,26/04/2024 21:00,88.3,50.97,74.99,0,81.13,0,0,0,39.5,22.5,39.5,22.5
2805,26/04/2024 22:00,86.86,37.12,86.28,0,78.56,0,0,0,0,17,0,17
2806,26/04/2024 23:00,86.89,37.08,104.33,0,73.06,0,0,0,0,23,0,23
2807,27/04/2024 00:00,73.35,30.94,127.71,0,68.98,0,0,0,0,18,0,18
2808,27/04/2024 01:00,73.52,22.71,120.22,0,68.03,0,0,0,0,17,0,17
2809,27/04/2024 02:00,73.75,17.2,120.11,0,68.53,0,0,0,0,18,0,18
2810,27/04/2024 03:00,73.44,16.09,120.1,0,68.66,0,0,0,0,18,0,18
2811,27/04/2024 04:00,73.9,15.53,120.04,0,83.62,0,0,0,0,15,0,15
2812,27/04/2024 05:00,73.42,16.11,119.91,0,84.01,0,0,0,0,20,0,20
2813,27/04/2024 06:00,76.64,20.93,289.6,0,77.15,0,0,0,0,15,0,15
2814,27/04/2024 07:00,76.65,34.53,290.65,0,68.5,0,0,0,0,11,0,11
2815,27/04/2024 08:00,74.32,33.57,346.04,0,59.07,0,0,0,0,20,0,20
2816,27/04/2024 09:00,77.29,31.79,444.37,0,38.21,0,0,0,0,23,0,23
2817,27/04/2024 10:00,73.04,32.27,472.85,0,26.09,0,0,0,0,23,0,23
2818,27/04/2024 11:00,72.4,30.34,497.25,0,39.51,0,0,0,0,25,0,25
2819,27/04/2024 12:00,76.67,26.31,510.2,0,41.41,0,0,0,0,26,0,26
2820,27/04/2024 13:00,76.91,26.13,510.04,0,24.5,0,0,0,0,26,0,26
2821,27/04/2024 14:00,76.28,26.28,521.54,0,10.06,0,0,0,0,26,0,26
2822,27/04/2024 15:00,76.1,25.82,521.25,0,20.93,0,0,0,0,26,0,26
2823,27/04/2024 16:00,75.59,26.9,521.15,0,62.36,0,0,0,0,26,0,26
2824,27/04/2024 17:00,80,28.53,211.37,0,86,0,0,0,0,25,0,25
2825,27/04/2024 18:00,87.12,46.92,77.85,0,119.9,0,0,0,25,17,25,17
2826,27/04/2024 19:00,89.18,47.8,80.26,0,112.27,0,0,0,40,9,40,9
2827,27/04/2024 20:00,89.38,37.82,80.09,0,85,0,0,0,0,9,0,9
2828,27/04/2024 21:00,89.25,38.26,80.62,0,75.9,0,0,0,0,7,0,7
2829,27/04/2024 22:00,86.03,38.32,80.56,0,65.23,0,0,0,0,15,0,15
2830,27/04/2024 23:00,85.88,36.25,86.9,0,56.39,0,0,0,0,15,0,15
2831,28/04/2024 00:00,77.41,28.32,56.72,0,46.14,0,0,0,0,22,0,22
2832,28/04/2024 01:00,77.22,26.48,58.28,0,39.6,0,0,0,0,22,0,22
2833,28/04/2024 02:00,76.65,26.44,58.26,0,32.32,0,0,0,0,22,0,22
2834,28/04/2024 03:00,76.29,25.55,59.14,0,28.49,0,0,0,0,22,0,22
2835,28/04/2024 04:00,76.87,25.6,62.02,0,26.69,0,0,0,0,22,0,22
2836,28/04/2024 05:00,76.25,34.83,62.03,0,9.95,0,0,0,0,23,0,23
2837,28/04/2024 06:00,92.7,31.63,90.93,0,0.25,0,0,0,0,25,0,25
2838,28/04/2024 07:00,92.4,31.14,85.65,0,0.26,0,0,0,0,25,0,25
2839,28/04/2024 08:00,77.06,28.98,88.15,0,0.22,0,0,0,0,25,0,25
2840,28/04/2024 09:00,92.05,28.19,88.71,0,0,0,0,0,0,25,0,25
2841,28/04/2024 10:00,92.52,27.32,92.41,0,-0.96,0,0,0,0,23,0,23
2842,28/04/2024 11:00,85.38,27.29,92.41,0,-1.11,0,0,0,0,23,0,23
2843,28/04/2024 12:00,76.46,26.94,93.95,0,-2.5,0,0,0,0,25.7,0,25.7
2844,28/04/2024 13:00,75.92,26.92,93.95,0,-2.52,0,0,0,0,25,0,25
2845,28/04/2024 14:00,76.06,26.93,93.96,0,-2.03,0,0,0,0,23,0,23
2846,28/04/2024 15:00,76.41,26.89,93.95,0,-0.98,0,0,0,0,25.7,0,25.7
2847,28/04/2024 16:00,76.06,26.88,93.95,0,0,0,0,0,0,25,0,25
2848,28/04/2024 17:00,75.92,26.9,93.3,0,35.44,0,0,0,0,23,0,23
2849,28/04/2024 18:00,75.72,36.15,88.2,0,59.31,0,0,0,17.13,18,17.13,18
2850,28/04/2024 19:00,77.17,38.49,88.26,0,75.59,0,0,0,17.13,17.8,17.13,17.8
2851,28/04/2024 20:00,78.19,31.59,63.47,0,76.67,0,0,0,0,9,0,9
2852,28/04/2024 21:00,77.18,30.95,62.9,0,62.76,0,0,0,0,15.5,0,15.5
2853,28/04/2024 22:00,77.53,31.56,62.9,0,46.7,0,0,0,0,15.5,0,15.5
2854,28/04/2024 23:00,76.9,30.94,63.46,0,41.1,0,0,0,0,16,0,16
2855,29/04/2024 00:00,67.93,23.82,56.82,0,39.44,0,0,0,0,19.76,0,19.76
2856,29/04/2024 01:00,70.01,24.04,59.34,0,38.04,0,0,0,0,20.13,0,20.13
2857,29/04/2024 02:00,70.01,21.21,59.77,0,37.44,0,0,0,0,20.19,0,20.19
2858,29/04/2024 03:00,70.01,21.71,60.95,0,38.05,0,0,0,0,20,0,20
2859,29/04/2024 04:00,69.81,22.11,61.5,0,82.13,0,0,0,0,20.13,0,20.13
2860,29/04/2024 05:00,71.38,21.38,60.23,0,92.71,0,0,0,0,19.79,0,19.79
2861,29/04/2024 06:00,75.64,33.2,64.06,0,112.44,0,0,0,35,0,35,0
2862,29/04/2024 07:00,75.51,33.49,64.12,0,96.95,0,0,0,35,0,35,0
2863,29/04/2024 08:00,73.27,35.74,64.65,0,65.01,0,0,0,40,0,40,0
2864,29/04/2024 09:00,74.79,35.7,65.2,0,51.87,0,0,0,40,0,40,0
2865,29/04/2024 10:00,74.37,35.67,65.43,0,34.32,0,0,0,40,0,40,0
2866,29/04/2024 11:00,74.36,35.67,62.12,0,31.39,0,0,0,35,0,35,0
2867,29/04/2024 12:00,70.89,38.41,65.58,0,25.32,0,0,0,35,0,35,0
2868,29/04/2024 13:00,75,38.48,62.27,0,25.17,0,0,0,35,0,35,0
2869,29/04/2024 14:00,75,38.41,62.65,0,32.65,0,0,0,35,0,35,0
2870,29/04/2024 15:00,72.19,38.66,62.44,0,47.68,0,0,0,35,0,35,0
2871,29/04/2024 16:00,72.14,38.91,63.17,0,85.74,0,0,0,39,0,39,0
2872,29/04/2024 17:00,72.52,38.9,62.29,0,104.73,0,0,0,39,0,39,0
2873,29/04/2024 18:00,77.12,35.72,66.52,0,179.44,0,0,0,39,0,39,0
2874,29/04/2024 19:00,76.75,37.12,66.55,0,204.57,0,0,0,39,0,39,0
2875,29/04/2024 20:00,74.29,35.7,66.53,0,108.55,0,0,0,35,0,35,0
2876,29/04/2024 21:00,76.14,35.7,65.69,0,87.29,0,0,0,55,16,55,16
2877,29/04/2024 22:00,76.11,28.08,66.19,0,79.2,0,0,0,0,18,0,18
2878,29/04/2024 23:00,75.8,28.05,65.64,0,71.99,0,0,0,0,17,0,17
2879,30/04/2024 00:00,72.16,22.72,55,0,65.17,0,0,0,0,23,0,23
2880,30/04/2024 01:00,72.34,22.69,50.47,0,68.72,0,0,0,0,23,0,23
2881,30/04/2024 02:00,74.07,22.7,47.42,0,63.65,0,0,0,0,23,0,23
2882,30/04/2024 03:00,72.23,23.36,47.54,0,52.76,0,0,0,0,23,0,23
2883,30/04/2024 04:00,72.86,23.46,47.58,0,55.05,0,0,0,0,28,0,28
2884,30/04/2024 05:00,72.99,23.04,47.36,0,92.67,0,0,0,0,25,0,25
2885,30/04/2024 06:00,81.13,32.42,48.99,0,99.5,0,0,0,75,0,75,0
2886,30/04/2024 07:00,81.3,32.35,48.39,0,84.45,0,0,0,75,0,75,0
2887,30/04/2024 08:00,80.11,28.32,45.14,0,69.22,0,0,0,75,0,75,0
2888,30/04/2024 09:00,80.31,28.31,45.19,0,52.54,0,0,0,65,0,65,0
2889,30/04/2024 10:00,81.39,28.29,45.86,0,43.91,0,0,0,65,0,65,0
2890,30/04/2024 11:00,81.28,28.29,46.05,0,31.25,0,0,0,47.5,0,47.5,0
2891,30/04/2024 12:00,73.13,25.38,49.95,0,11.3,0,0,0,47.5,0,47.5,0
2892,30/04/2024 13:00,73.01,25.41,50.07,0,10,0,0,0,47.5,0,47.5,0
2893,30/04/2024 14:00,73.02,25.26,50.2,0,19.41,0,0,0,47.5,0,47.5,0
2894,30/04/2024 15:00,73.79,26.22,50.07,0,45.58,0,0,0,47.5,0,47.5,0
2895,30/04/2024 16:00,73.74,25.31,49.81,0,53.39,0,0,0,47.5,0,47.5,0
2896,30/04/2024 17:00,73.83,25.32,49.75,0,61.05,0,0,0,52.5,0,52.5,0
2897,30/04/2024 18:00,75.85,27.42,49.81,0,65.22,0,0,0,42.82,0,42.82,0
2898,30/04/2024 19:00,75.85,27.41,49.81,0,64.73,0,0,0,43.69,0,43.69,0
2899,30/04/2024 20:00,75.39,28.56,49.75,0,66.05,0,0,0,43.69,0,43.69,0
2900,30/04/2024 21:00,76.68,32.13,49.61,0,54.09,0,0,0,55,15,55,15
2901,30/04/2024 22:00,76.49,27.46,49.62,0,50.05,0,0,0,0,15,0,15
2902,30/04/2024 23:00,76.67,26.31,49.62,0,38,0,0,0,0,17,0,17
2903,01/05/2024 00:00,78.47,14.04,43.01,0,36.61,0,0,0,0,23,0,23
2904,01/05/2024 01:00,77.54,13.77,44.13,0,35.82,0,0,0,0,23,0,23
2905,01/05/2024 02:00,77.6,13.71,42.09,0,35.1,0,0,0,0,23,0,23
2906,01/05/2024 03:00,77.6,13.79,42.25,0,35.59,0,0,0,0,22,0,22
2907,01/05/2024 04:00,78.59,13.82,42.29,0,35.55,0,0,0,0,28,0,28
2908,01/05/2024 05:00,78.51,14.29,41.14,0,38.29,0,0,0,0,28,0,28
2909,01/05/2024 06:00,88.19,30.96,63.91,0,28.08,0,0,0,22,0,22,0
2910,01/05/2024 07:00,86.38,30.08,61.79,0,8.68,0,0,0,22,0,22,0
2911,01/05/2024 08:00,84.76,29.67,61.74,0,0.01,0,0,0,22,0,22,0
2912,01/05/2024 09:00,84.01,29.65,77.86,0,-0.97,0,0,0,22,0,22,0
2913,01/05/2024 10:00,87.79,31.83,90.15,0,-2.42,0,0,0,22,0,22,0
2914,01/05/2024 11:00,95.84,31.85,185.56,0,-2.45,0,0,0,22,0,22,0
2915,01/05/2024 12:00,95.75,23.39,193.98,0,-2.09,0,0,0,22,0,22,0
2916,01/05/2024 13:00,95.73,23.39,190.63,0,-2.06,0,0,0,22,0,22,0
2917,01/05/2024 14:00,95.84,23.41,208.61,0,-2.45,0,0,0,22,0,22,0
2918,01/05/2024 15:00,95.64,22.55,192.13,0,-0.98,0,0,0,22,0,22,0
2919,01/05/2024 16:00,95.82,20.85,175.95,0,-0.1,0,0,0,22,0,22,0
2920,01/05/2024 17:00,86.89,23.36,75.03,0,23.25,0,0,0,22,0,22,0
2921,01/05/2024 18:00,75.91,29.18,46.53,0,41.82,0,0,0,22,0,22,0
2922,01/05/2024 19:00,76.26,32.49,44.82,0,48.8,0,0,0,22,0,22,0
2923,01/05/2024 20:00,76.32,34.63,44.8,0,34.01,0,0,0,22,0,22,0
2924,01/05/2024 21:00,79.89,32.5,44.6,0,29.92,0,0,0,32,20.72,32,20.72
2925,01/05/2024 22:00,80.12,30.78,44.59,0,22,0,0,0,0,20.58,0,20.58
2926,01/05/2024 23:00,78.4,30.99,44.59,0,14.56,0,0,0,0,20.49,0,20.49
2927,02/05/2024 00:00,72.04,10.54,45.61,0,10.94,0,0,0,0,18.5,0,18.5
2928,02/05/2024 01:00,70.42,10.57,45.64,0,10,0,0,0,0,21.5,0,21.5
2929,02/05/2024 02:00,70.19,9.62,45.62,0,7.8,0,0,0,0,20,0,20
2930,02/05/2024 03:00,69.89,8.53,48,0,10.94,0,0,0,0,20,0,20
2931,02/05/2024 04:00,70.31,8.47,47.18,0,30.42,0,0,0,0,23.5,0,23.5
2932,02/05/2024 05:00,72.17,8.58,42.31,0,39.82,0,0,0,0,23,0,23
2933,02/05/2024 06:00,74.38,25.88,45.45,0,51.76,0,0,0,64,0,64,0
2934,02/05/2024 07:00,77.64,28.57,44.38,0,58.63,0,0,0,74,0,74,0
2935,02/05/2024 08:00,77.69,29.16,45.65,0,31.45,0,0,0,79,0,79,0
2936,02/05/2024 09:00,73.31,22.8,45.9,0,5.22,0,0,0,64,0,64,0
2937,02/05/2024 10:00,72.89,26.33,46.34,0,-0.08,0,0,0,66,0,66,0
2938,02/05/2024 11:00,85.33,24.21,66.79,0,-1.04,0,0,0,24.5,0,24.5,0
2939,02/05/2024 12:00,84.06,22.73,72.53,0,-2.7,0,0,0,24.5,0,24.5,0
2940,02/05/2024 13:00,82.86,19.94,75.05,0,-0.05,0,0,0,24.5,0,24.5,0
2941,02/05/2024 14:00,86.49,19.95,75.03,0,0,0,0,0,24.5,0,24.5,0
2942,02/05/2024 15:00,90.62,19.98,53.74,0,4.09,0,0,0,24.5,0,24.5,0
2943,02/05/2024 16:00,81.29,19.98,49.9,0,34.92,0,0,0,66,0,66,0
2944,02/05/2024 17:00,71.13,19.94,50.24,0,39.05,0,0,0,64,0,64,0
2945,02/05/2024 18:00,73.53,21.84,42.8,0,41.92,0,0,0,46,0,46,0
2946,02/05/2024 19:00,76.1,21.68,42.85,0,41.99,0,0,0,34,0,34,0
2947,02/05/2024 20:00,73.57,21.79,42.73,0,41.92,0,0,0,34,0,34,0
2948,02/05/2024 21:00,74.67,21.86,42.47,0,37.87,0,0,0,36,30,36,30
2949,02/05/2024 22:00,74.83,21.96,42.48,0,33.93,0,0,0,0,30,0,30
2950,02/05/2024 23:00,75.06,20.45,42.39,0,29.78,0,0,0,0,30,0,30
2951,03/05/2024 00:00,64.28,9.7,39.58,0,29.35,0,0,0,0,22,0,22
2952,03/05/2024 01:00,64.28,9.74,39.63,0,29.96,0,0,0,0,22,0,22
2953,03/05/2024 02:00,64.28,9.66,39.6,0,30.01,0,0,0,0,22,0,22
2954,03/05/2024 03:00,64.58,19.34,38.82,0,30.44,0,0,0,0,22,0,22
2955,03/05/2024 04:00,64.28,24.79,39.55,0,31.94,0,0,0,0,22,0,22
2956,03/05/2024 05:00,64.32,24.34,39.56,0,35.08,0,0,0,0,436.01,0,436.01
2957,03/05/2024 06:00,64.15,31.81,37.96,0,42.96,0,0,0,56.5,0,56.5,0
2958,03/05/2024 07:00,67.57,25.51,36.15,0,42.74,0,0,0,61.5,0,61.5,0
2959,03/05/2024 08:00,67.35,25.5,36.08,0,38.69,0,0,0,61.5,0,61.5,0
2960,03/05/2024 09:00,65.48,25.55,36.01,0,38.09,0,0,0,61.5,0,61.5,0
2961,03/05/2024 10:00,64.55,34.28,36.46,0,34.98,0,0,0,56.5,0,56.5,0
2962,03/05/2024 11:00,64.81,25.64,35.92,0,34.17,0,0,0,55,0,55,0
2963,03/05/2024 12:00,62.95,37.3,35.8,0,32.61,0,0,0,53,0,53,0
2964,03/05/2024 13:00,63.28,35.97,36,0,31.77,0,0,0,53,0,53,0
2965,03/05/2024 14:00,63.3,35.78,35.85,0,32.13,0,0,0,53,0,53,0
2966,03/05/2024 15:00,63.3,25.58,36.08,0,34.29,0,0,0,53,0,53,0
2967,03/05/2024 16:00,63.48,25.51,36.04,0,42.07,0,0,0,53,0,53,0
2968,03/05/2024 17:00,66.33,25.58,35.96,0,80.45,0,0,0,53,0,53,0
2969,03/05/2024 18:00,66.53,25.63,37.13,0,97,0,0,0,71.5,0,71.5,0
2970,03/05/2024 19:00,64.47,25.23,36.11,0,107.63,0,0,0,66.5,0,66.5,0
2971,03/05/2024 20:00,64.91,24.46,35.95,0,105.27,0,0,0,66.5,0,66.5,0
2972,03/05/2024 21:00,64.91,24.23,35.67,0,60.05,0,0,0,66.5,16,66.5,16
2973,03/05/2024 22:00,65.56,20.71,39.65,0,25.74,0,0,0,0,16,0,16
2974,03/05/2024 23:00,69.28,21.21,44.55,0,19.57,0,0,0,0,16,0,16
2975,04/05/2024 00:00,60.15,18.8,42.08,0,17.15,0,0,0,0,25,0,25
2976,04/05/2024 01:00,60.16,18.26,46.88,0,16.18,0,0,0,0,25,0,25
2977,04/05/2024 02:00,59.98,18.24,46.95,0,26.07,0,0,0,0,35,0,35
2978,04/05/2024 03:00,59.98,17.83,41.97,0,59.98,0,0,0,0,25,0,25
2979,04/05/2024 04:00,59.98,24.74,42,0,80.02,0,0,0,0,25,0,25
2980,04/05/2024 05:00,59.92,24.82,42.61,0,70.01,0,0,0,0,20,0,20
2981,04/05/2024 06:00,62.78,24.59,39.22,0,70.02,0,0,0,0,23,0,23
2982,04/05/2024 07:00,62.78,19.93,39.21,0,59.92,0,0,0,0,23,0,23
2983,04/05/2024 08:00,62.71,19.94,39.02,0,58.07,0,0,0,0,25,0,25
2984,04/05/2024 09:00,62.72,20.27,39.02,0,36.5,0,0,0,0,28.5,0,28.5
2985,04/05/2024 10:00,63.68,24.7,39.02,0,30.2,0,0,0,0,25,0,25
2986,04/05/2024 11:00,63.82,18.81,39.02,0,24.33,0,0,0,0,26,0,26
2987,04/05/2024 12:00,58.32,17.15,60.81,0,14.53,0,0,0,0,30.5,0,30.5
2988,04/05/2024 13:00,58.32,17.21,60.53,0,13.34,0,0,0,0,27,0,27
2989,04/05/2024 14:00,62.38,17.21,60.79,0,25.4,0,0,0,0,27,0,27
2990,04/05/2024 15:00,62.64,17.9,58.41,0,30.01,0,0,0,0,31,0,31
2991,04/05/2024 16:00,65.36,20.6,39.94,0,77.46,0,0,0,0,27,0,27
2992,04/05/2024 17:00,62.46,20.47,39.4,0,95.65,0,0,0,0,27,0,27
2993,04/05/2024 18:00,61.69,27.04,43.08,0,121.92,0,0,0,27.5,25,27.5,25
2994,04/05/2024 19:00,62.82,26.82,43.06,0,132.15,0,0,0,27.5,23,27.5,23
2995,04/05/2024 20:00,62.82,19.68,43.14,0,110.83,0,0,0,0,20,0,20
2996,04/05/2024 21:00,60.04,20.57,48.06,0,88.09,0,0,0,0,17,0,17
2997,04/05/2024 22:00,60.04,17.6,48.02,0,81.59,0,0,0,0,17,0,17
2998,04/05/2024 23:00,60.04,17.64,52.89,0,90.58,0,0,0,0,17,0,17
2999,05/05/2024 00:00,65.92,18.1,37.66,0,84.82,0,0,0,0,28.5,0,28.5
3000,05/05/2024 01:00,66.8,16.82,37.63,0,83.52,0,0,0,0,23,0,23
3001,05/05/2024 02:00,66.67,17.74,38.51,0,80.49,0,0,0,0,23,0,23
3002,05/05/2024 03:00,64.12,19.73,45.15,0,74.74,0,0,0,0,23,0,23
3003,05/05/2024 04:00,63.94,18.87,45.34,0,71.13,0,0,0,0,23,0,23
3004,05/05/2024 05:00,63.94,21.61,40.44,0,61.75,0,0,0,0,23,0,23
3005,05/05/2024 06:00,63.38,19.34,36.72,0,51.74,0,0,0,0,23,0,23
3006,05/05/2024 07:00,66.22,17.29,35.37,0,37.18,0,0,0,0,23,0,23
3007,05/05/2024 08:00,61.08,21.22,37.6,0,25.63,0,0,0,0,23,0,23
3008,05/05/2024 09:00,64.71,21.27,51.07,0,9.33,0,0,0,0,20,0,20
3009,05/05/2024 10:00,62.8,21.6,53.32,0,3.59,0,0,0,0,23,0,23
3010,05/05/2024 11:00,56.14,19.21,106.77,0,3.18,0,0,0,0,23,0,23
3011,05/05/2024 12:00,56.08,17.3,104.7,0,1.94,0,0,0,0,25,0,25
3012,05/05/2024 13:00,56.24,17.53,106.46,0,1.9,0,0,0,0,23,0,23
3013,05/05/2024 14:00,56.24,17.52,106.27,0,4.27,0,0,0,0,23,0,23
3014,05/05/2024 15:00,56.57,17.41,107.47,0,4.9,0,0,0,0,25,0,25
3015,05/05/2024 16:00,75.03,17.33,95.81,0,32,0,0,0,0,30.5,0,30.5
3016,05/05/2024 17:00,65.33,19.51,51.41,0,86.5,0,0,0,0,28.5,0,28.5
3017,05/05/2024 18:00,68.24,26.2,46.62,0,93.93,0,0,0,17.5,23.32,17.5,23.32
3018,05/05/2024 19:00,66.72,29.26,37,0,109.23,0,0,0,20,23.68,20,23.68
3019,05/05/2024 20:00,66.65,23.42,36.99,0,104.94,0,0,0,0,20,0,20
3020,05/05/2024 21:00,66.71,23.77,36.99,0,40.06,0,0,0,0,17,0,17
3021,05/05/2024 22:00,58.35,23.97,37.01,0,24.11,0,0,0,0,18,0,18
3022,05/05/2024 23:00,67.11,24.04,37.02,0,26.92,0,0,0,0,18,0,18
3023,06/05/2024 00:00,71.72,17.94,43.45,0,25.74,0,0,0,0,22,0,22
3024,06/05/2024 01:00,68.24,17.51,43.4,0,25.16,0,0,0,0,23,0,23
3025,06/05/2024 02:00,68.47,16.19,43.47,0,24.95,0,0,0,0,31.5,0,31.5
3026,06/05/2024 03:00,67.91,16.24,42.56,0,27.89,0,0,0,0,24,0,24
3027,06/05/2024 04:00,67.74,16.34,43.54,0,74.02,0,0,0,0,24,0,24
3028,06/05/2024 05:00,72.26,16.27,33.76,0,104.52,0,0,0,0,29.5,0,29.5
3029,06/05/2024 06:00,63.24,23.06,34.3,0,130.26,0,0,0,30,0,30,0
3030,06/05/2024 07:00,63.22,36.76,34.34,0,100.46,0,0,0,30,0,30,0
3031,06/05/2024 08:00,58.43,36.13,34.33,0,85.67,0,0,0,30,0,30,0
3032,06/05/2024 09:00,57.66,32.75,35.07,0,71.92,0,0,0,30,0,30,0
3033,06/05/2024 10:00,59.92,32.44,35.06,0,64.27,0,0,0,30,0,30,0
3034,06/05/2024 11:00,61.02,27.31,35.06,0,64.17,0,0,0,30,0,30,0
3035,06/05/2024 12:00,60.93,28.04,38.66,9,60.87,9,0,0,30,0,30,0
3036,06/05/2024 13:00,64.14,27.92,38.66,15,59.91,15,0,0,30.5,0,30.5,0
3037,06/05/2024 14:00,66.63,26.94,38.43,15,68.19,15,0,0,30,0,30,0
3038,06/05/2024 15:00,63.82,26.91,35.1,0,79.66,0,0,0,30,0,30,0
3039,06/05/2024 16:00,60.43,26.61,35.1,0,91.12,0,0,0,30,0,30,0
3040,06/05/2024 17:00,61.87,26.84,35.11,0,90.1,0,0,0,30.5,0,30.5,0
3041,06/05/2024 18:00,63.45,42.36,34.34,0,127.28,0,0,0,30.5,0,30.5,0
3042,06/05/2024 19:00,63.45,42.26,34.33,0,132.05,0,0,0,30.5,0,30.5,0
3043,06/05/2024 20:00,63.67,42.59,34.32,0,100.89,0,0,0,30.5,0,30.5,0
3044,06/05/2024 21:00,61.95,43.33,34.33,0,48.52,0,0,0,30.5,30,30.5,30
3045,06/05/2024 22:00,62.07,33.27,39.92,0,35.15,0,0,0,0,30,0,30
3046,06/05/2024 23:00,66.38,27.96,38.39,0,35.46,0,0,0,0,23,0,23
3047,07/05/2024 00:00,64.09,27.34,32.63,0,35.05,0,0,0,0,23.5,0,23.5
3048,07/05/2024 01:00,61.31,29.1,32.76,0,34.81,0,0,0,0,23.5,0,23.5
3049,07/05/2024 02:00,59.06,29.33,33.83,0,34.74,0,0,0,0,23.5,0,23.5
3050,07/05/2024 03:00,63.61,38.31,33.39,0,35.19,0,0,0,0,23.5,0,23.5
3051,07/05/2024 04:00,63.68,38.54,33.35,0,50.73,0,0,0,0,23,0,23
3052,07/05/2024 05:00,59.86,39.87,33.65,0,95.99,0,0,0,0,23,0,23
3053,07/05/2024 06:00,59.87,90.77,27.65,0,118.21,0,0,0,20.85,0,20.85,0
3054,07/05/2024 07:00,60.91,87.77,27.07,0,112.66,0,0,0,20.85,0,20.85,0
3055,07/05/2024 08:00,64.25,88.16,28.1,0,91.75,0,0,0,20.85,0,20.85,0
